text1,text2,prefix,sub10,lcs,inverted,heap,label
a woman in a black jacket reaches into her black purse at a vegetable market as a crowd walks behind her ,the purse is black ,0,0,7,3,15,1
a woman is sitting in front of a computer ,a woman moved away from her computer ,8,0,10,4,14,0
a woman is sitting in front of a computer ,a woman is looking at her computer ,11,1,11,5,15,1
two people wearing jeans huddle near a wooden door  sheilding their faces from the camera ,the people aren t wearing jeans,1,0,14,4,18,0
two people wearing jeans huddle near a wooden door  sheilding their faces from the camera ,there are two people,1,0,10,2,9,1
adult male in red hoodie lecturing a group of children outside ,the man is in a classroom,0,0,4,2,3,0
adult male in red hoodie lecturing a group of children outside ,a man is talking to children,1,0,9,2,9,1
several older people stand in front of a food booth ,people stand in front of a performing dog ,0,0,27,6,16,0
several older people stand in front of a food booth ,people stand in front of a food booth ,0,0,38,8,16,1
a woman is covering her eyes with her hands ,a woman is holding her hands over her eyes ,11,1,11,7,14,1
a woman is covering her eyes with her hands ,a woman is looking through a pair of bincoculars ,11,1,11,3,8,0
some people are standing near a booth and looking at things ,some people looking at things near a booth ,12,1,19,8,19,1
some people are standing near a booth and looking at things ,some people riding dirtbikes on the moon ,12,1,12,2,10,0
a group of elderly people stand around a booth at a food co op ,young people are picking tomatoes,0,0,8,1,6,0
a group of elderly people stand around a booth at a food co op ,old people are out in a food store,0,0,8,5,11,1
a man walking down a street by a garage ,the lady is driving by ,0,0,4,1,2,0
a man walking down a street by a garage ,the man is walking ,0,0,9,2,10,1
a person walking past a brick shed ,a person is running in the olympics ,9,0,9,3,8,0
a person walking past a brick shed ,a person is walking ,9,0,9,4,14,1
a man in a blue and purple striped shirt and hat is walking past a brick building ,a man is sleeping ,7,0,7,5,6,0
a man in a blue and purple striped shirt and hat is walking past a brick building ,a man is walking past a building,7,0,20,8,19,1
some women are looking at items on a table ,some women are jogging in the park ,15,1,15,3,12,0
some women are looking at items on a table ,women are looking at objects grouped together ,0,0,21,4,15,1
a young woman in striped turtleneck blouse is sitting in an office and working on an apple computer ,the woman is naked,0,0,8,2,7,0
a young woman in striped turtleneck blouse is sitting in an office and working on an apple computer ,the woman is wearing clothes,0,0,8,2,7,1
four people stare over a fence at the view of a mountain ,the people look at the mountain ,0,0,10,4,17,1
four people stare over a fence at the view of a mountain ,the group is sitting inside watching tv ,0,0,4,1,3,0
a motorcycle rider doing a wheelie ,there is a person on a vehicle ,0,0,4,2,2,1
a motorcycle rider doing a wheelie ,the man just fell off his motorcycle ,0,0,12,1,10,0
two small girls dressed as fairies ,two small girls are dressed,16,1,16,4,17,1
two small girls dressed as fairies ,two small girls are not dressed,16,1,16,4,17,0
young man surfing in the ocean ,the man is using a surf board ,0,0,5,2,6,1
young man surfing in the ocean ,a young man is walking his dog ,0,0,10,2,8,0
children cluster together  toting their luggage ,children are carrying luggage ,9,0,9,2,15,1
children cluster together  toting their luggage ,children are fighting a dragon ,9,0,9,1,8,0
a surfer hangs in the air over the water ,a man hangs in the air ,2,0,18,6,11,1
a surfer hangs in the air over the water ,a woman flails in the water ,2,0,11,5,11,0
a boy on a surfboard in midair ,a boy is in the water ,6,0,6,4,6,1
a boy on a surfboard in midair ,the boy is on the beach ,0,0,5,2,5,0
youth in white t shirt on a white surfboard in the water ,youth in white t shirt on a white surfboard in the water ,57,1,57,12,19,1
youth in white t shirt on a white surfboard in the water ,a youth in a white t shirt was walking in the mall ,0,0,15,9,15,0
a young man jumps with a surfboard over the waves ,a man swimming in the pool,2,0,5,4,7,0
a young man jumps with a surfboard over the waves ,a man in water on a surfboard ,2,0,13,4,13,1
a man is smoking at sunset ,the time in the picture is probably somewhere between  pm and  pm ,0,0,4,1,2,1
a man is smoking at sunset ,nobody who is in the frame has ever smoked anything in their life ,0,0,5,1,2,0
a man is smoking at sunset ,a person is repairing a mailbox ,2,0,5,2,3,0
a man is smoking at sunset ,a man is smoking ,17,1,17,4,12,1
a man is smoking at sunset ,the men are asleep in the motel,0,0,2,0,0,0
a man is smoking at sunset ,a man smoking ,6,0,9,3,11,1
a man is smoking at sunset ,a man is smoking at sunrise ,23,1,23,5,12,0
a man is smoking at sunset ,a man eating ,6,0,6,2,4,0
a man is smoking at sunset ,a guy is smoking in the evening ,2,0,12,3,10,1
a man is smoking at sunset ,a man smokes,6,0,6,2,4,1
a bearded man leans back and smokes a cigarette while the sun sets over a body of water in the background ,man smokes,0,0,7,2,9,1
a bearded man leans back and smokes a cigarette while the sun sets over a body of water in the background ,girl drinks coke,0,0,3,0,0,0
a man is lying down next to a river and smoking a cigarette ,a woman is lying down,2,0,17,6,11,0
a man is lying down next to a river and smoking a cigarette ,a man is lying down,19,1,19,7,12,1
a young man leans his head back as he smokes during sunset ,a young man exercising in the room ,12,1,12,3,9,0
a young man leans his head back as he smokes during sunset ,a young man smoking ,12,1,12,3,9,1
a man plays guitar along the side of a street ,a man uses an instrument to make music ,6,0,6,3,5,1
a man plays guitar along the side of a street ,a man reads from a book and lectures an audience inside a conference room ,6,0,6,3,5,0
man taking off his shoes on a set of stairs ,the man is already barefoot ,0,0,4,1,3,0
man taking off his shoes on a set of stairs ,someone is in the stairwell ,0,0,6,0,0,1
a man in orange shorts sits on some steps in front of a big blue door ,a young man sits on a horse as it gallops ,2,0,9,5,9,0
a man in orange shorts sits on some steps in front of a big blue door ,a man in shorts sits on some steps ,9,0,27,10,15,1
a man is sitting on steps with his legs crossed with a green scarf ,a man standing on steps with a red scarf ,6,0,18,8,14,0
a man is sitting on steps with his legs crossed with a green scarf ,a person sitting on steps ,2,0,18,5,14,1
a black man is pulling a blue shirt while distracted ,the man is touching a shirt ,0,0,8,5,10,1
a black man is pulling a blue shirt while distracted ,the man is completely focused on what he is doing and not distracted in any way ,0,0,12,3,15,0
a man sitting on steps with headphones and sandals,a man is sitting down on stairs ,6,0,9,4,12,1
a man sitting on steps with headphones and sandals,the man is standing on the steps ,0,0,7,3,10,0
man in business suite leaning on lion statue ,the man is dressed for business ,0,0,10,2,11,1
man in business suite leaning on lion statue ,this tycoon just paid all his taxes  reduced his salary  and gave the custodian a raise ,0,0,3,0,0,0
a man leans against a statue in front of a building ,a man is sleeping on a bench,6,0,6,4,5,0
a man leans against a statue in front of a building ,a man on leaning on a statue,6,0,9,5,10,1
a man is leaning on an object beside a building ,a man is outside by a building ,9,0,12,5,13,1
a man is leaning on an object beside a building ,a man is seated on a park bench in the open park ,9,0,9,5,7,0
a man dressed in blue leans against a lion statue ,the man is jogging ,0,0,5,1,3,0
a man dressed in blue leans against a lion statue ,the lion statue is sturdy ,0,0,13,2,10,1
a man is shoveling snow next to a nissan altima with new jersey plates ,a nissan altima in nj has a man shoveling snow next to it ,2,0,24,9,21,1
a man is shoveling snow next to a nissan altima with new jersey plates ,a man goes to the beach in nj ,6,0,6,4,6,0
a man is working out in the outdoors ,a man is outside ,9,0,9,3,6,1
a man is working out in the outdoors ,a dong is swimming ,2,0,4,2,3,0
a man wearing a hat  sunglasses  gloves and a jacket holds a shovel on a snowy street in front of a gray nissan altima ,someone is outside in the snow ,0,0,5,1,2,1
a man wearing a hat  sunglasses  gloves and a jacket holds a shovel on a snowy street in front of a gray nissan altima ,the man uses a blower to move the snow ,0,0,5,7,5,0
woman goes rock climbing ,woman rock climbing ,6,0,15,3,17,1
woman goes rock climbing ,woman goes shopping ,11,1,11,2,9,0
person in orange clothing lying on a wall,a person dressed in orange is laying on a wall ,0,0,14,6,16,1
person in orange clothing lying on a wall,the person is wearing a pink rain coat while running through the forest ,0,0,8,2,7,0
a dog runs along a beach near the waves ,the dog is swimming in the water ,0,0,7,2,6,0
a dog runs along a beach near the waves ,a dog is running ,6,0,6,3,5,1
a large group of people in red uniforms are playing in a band ,people are laying down ,0,0,7,2,9,0
a large group of people in red uniforms are playing in a band ,a band is playing ,2,0,9,4,12,1
a man with red earphones is working on a red and white painted hot rod from team ace racing ,a man in blue earphones is jogging in central park ,6,0,14,5,14,0
a man with red earphones is working on a red and white painted hot rod from team ace racing ,a man in earphones is fixing a broken hotrod ,6,0,14,5,14,0
a man with red earphones is working on a red and white painted hot rod from team ace racing ,a man is messing with a team ace hotrod ,6,0,10,7,11,1
